JobFolder;;;;;;;;;;;;;;;;;;;;;;;
\DONGLE;DONGLE-DUAL;1;5/29/2025 15:06;;ghemmal;Line12;OR01;0;138.8;143.2;1.2;1;1;0;0;;;;;;;;
LineName;OrderNum;ModelName;ModuleNumber;SideNo;AVLNAME;AVL;PartNumber;FeederName;Status;Location;FeederID;PartNumberImage;PartShapeName;PackageName;PartComment;PMABAR;ChuteType;FeederType;TapeWidth;FeedPitch;PTPMNH;QTY;PMADC
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'B-05-01;121933;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-05-02;121934;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-06-01;121935;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-06-02;121936;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'B-07-01;121937;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-07-02;121938;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-08-01;121939;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-08-02;121940;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'B-09-01;121941;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-09-02;121942;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-10-01;121943;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-10-02;121944;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'B-11-01;121945;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-11-02;121946;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-12-01;121947;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-12-02;121948;;;;;;;;;;;0;
TotalSlots;PlacedParts;;;;;;;;;;;;;;;;;;;;;;
550,110;;;;;;;;;;;;;;;;;;;;;;;
