PartNumber,Shape,VT,SizeX,SizeY,Height,FIDL,Position,Pickup,NoPick,Usage,Reject,Error,Dislodge,Rescan,LCR,Pickup Rate,Reject Rate,Error Rate,Dislodge Rate,Success Rate
EAE62082801,C-0603,60,1.524,0.762,0.67,"KT8FL J79409,KT8FL K08067,KT8FL K14218,KT8FL K14370,KT8FL K31625",M3-12,12125,0,12125,0,20,9,0,0,99.93,0,0.16,0.07,99.76
EAE62303301,C-0603,60,1.524,0.762,0.67,"KT8FL J79406,KT8FL J79412,KT8FL J79527,KT8FL K08069,KT8FL K08107,KT8FL K08148,KT8FL K14221,KT8FL K14336,KT8FL K14381,KT8FL K31627,KT8FL K31759",M3-26,42710,4,42706,0,7,63,0,0,99.85,0,0.02,0.15,99.84
EAE62506501,C-0402,60,1.016,0.508,0.49,"KT8FL K14374,KT8FL K31752",M2-36,903,0,903,0,1,2,0,0,99.78,0,0.11,0.22,99.67
EAE62772301,C-0805,60,2.03,1.27,0.87,"KT8FL J79408,KT8FL J79409,KT8FL J79413,KT8FL J79414,KT8FL J79415,KT8FL K08007,KT8FL K08010,KT8FL K08035,KT8FL K08041,KT8FL K08043,KT8FL K08067,KT8FL K08070,KT8FL K08077,KT8FL K08084,KT8FL K08110,KT8FL K08123,KT8FL K08128,KT8FL K08131,KT8FL K08138,KT8FL K08145,KT8FL K08150,KT8FL K08166,KT8FL K08173,KT8FL K08180,KT8FL K08195,KT8FL K08197,KT8FL K14327,KT8FL K14329,KT8FL K14335,KT8FL K14345,KT8FL K14350,KT8FL K14372,KT8FL K14378,KT8FL K14387,KT8FL K31619","M2-11,M2-43",135849,59,135790,4,13,200,0,0,99.85,0,0.01,0.15,99.84
EAE65502001,ECASD4,70,7.3,4.046,1.9,"KT12F 213443,KT12F 213664,KT12F 213755","M4-30,M5-28",303,0,303,0,3,0,0,0,100,0,0.99,0,99.01
EAE65502001(ALCAP-POLY),ECASD4,70,7.3,4.046,1.9,"KT12F 213560,KT12F 213661,KT12F 213664,KT12F 213755",M4-30,5753,3,5750,0,0,3,0,0,99.95,0,0,0.05,99.95
EAE66007201,L-8XX7,180,8.388,8.069,7,"KT16F 113877,KT16F 113879,KT16F 113991,KT16F 114037,KT16F 114038,KT16F 114039","M4-17,M4-18",5795,12,5783,0,9,26,0,0,99.55,0,0.16,0.45,99.39
EAE66007301,L-8XX7,180,8.388,8.069,7,"KT16F 113876,KT16F 113879,KT16F 113923,KT16F 113991,KT16F 114037,KT16F 114038","M4-14,M4-15",5776,6,5770,1,8,13,0,0,99.77,0.02,0.14,0.23,99.64
EAE66301001,C-0805,60,2.03,1.27,0.87,"KT8FL K08040,KT8FL K08199,KT8FL K14382",M3-22,2404,0,2404,0,0,4,0,0,99.83,0,0,0.17,99.83
EAE66302101,C-0805,60,2.03,1.27,0.87,"KT8FL J79413,KT8FL J79414,KT8FL K08001,KT8FL K08002,KT8FL K08043,KT8FL K08069,KT8FL K08107,KT8FL K08121,KT8FL K08126,KT8FL K08127,KT8FL K08135,KT8FL K08140,KT8FL K08148,KT8FL K08161,KT8FL K08170,KT8FL K08178,KT8FL K08197,KT8FL K14335,KT8FL K14347,KT8FL K14349,KT8FL K14369,KT8FL K31718",M3-25,46198,8,46190,0,38,274,0,0,99.41,0,0.08,0.59,99.32
EAF61530101,var-0402 1.0x0.5x0.6,60,1.016,0.508,0.49,"KT8FL K08106,KT8FL K14276",M3-15,604,4,600,0,0,0,0,0,100,0,0,0,100
EAF61530102,var-0402 1.0x0.5x0.6,60,1.016,0.508,0.49,KT8FL K08175,M3-16,3,0,3,0,0,0,0,0,100,0,0,0,100
EAF61530102(VAR-5.6V200PF),var-0402 1.0x0.5x0.6,60,1.016,0.508,0.49,"KT8FL K08175,KT8FL K14386",M3-16,17245,0,17245,0,0,4,0,0,99.98,0,0,0.02,99.98
EAF61630101,var-0402 1.0x0.5x0.6,60,1.016,0.508,0.49,"KT8FL K08139,KT8FL K14385",M3-28,1200,0,1200,0,0,0,0,0,100,0,0,0,100
EAF61630102,var-0402 1.0x0.5x0.6,60,1.016,0.508,0.49,"KT8FL K08134,KT8FL K08165",M2-16,2430,28,2402,0,0,2,0,0,99.92,0,0,0.08,99.92
EAF61630102(EAF61630102),var-0402 1.0x0.5x0.6,60,1.016,0.508,0.49,"KT8FL K14343,KT8FL K14374",M3-19,13094,0,13094,0,0,8,0,0,99.94,0,0,0.06,99.94
EAF64547501(EAF61630102),var-0402 1.0x0.5x0.6,60,1.016,0.508,0.49,"KT8FL K08037,KT8FL K14343,KT8FL K14385,KT8FL K31758,KT8FL K31759",M3-19,21443,14,21429,0,2,25,0,0,99.88,0,0.01,0.12,99.87
EAG61090215,FFC41 2.5x0.7 0.5P,158,25,8,2,"KT44L 037983,KT44L 037985",M4-12,316,0,316,0,0,17,0,0,94.62,0,0,5.38,94.62
EAG61090216,FFC51 0.5P,153,30,8,2,"KT44L 037983,KT44L 037985",M4-7,300,0,300,0,0,0,0,0,100,0,0,0,100
EAG62571101,USB,152,12.932,14.166,9.6,KT32L 051551,M5-7,159,8,151,0,1,0,0,0,100,0,0.66,0,99.34
EAG62571107,USB,152,12.932,14.166,9.6,KT32L 051551,M5-25,9,0,9,0,0,9,0,0,0,0,0,100,0
EAG62571107(USB),USB,152,12.932,14.166,9.6,"KT32L 050924,KT32L 051495,KT32L 051551","M5-25,M5-36",1473,36,1437,0,20,13,0,0,99.1,0,1.39,0.9,97.7
EAG64431301,FFC60pin LG 0.5P,153,37,8,2,"KT56L 017364,KT56L 017444",M5-30,2004,0,2004,0,0,4,0,0,99.8,0,0,0.2,99.8
EAG64431302,FFC51pin- 68p 0.5P,153,40.75,8,2,"KT56L 017364,KT56L 017444","M5-30,M5-31",9556,6,9550,0,4,54,0,0,99.43,0,0.04,0.57,99.39
EAG65010001,FFC25P 1.25mP,153,36.497,6.018,2,KT56L 017364,M5-36,570,11,559,0,13,2,0,0,99.64,0,2.33,0.36,97.32
EAG65031501,HS-HOLDER-SP-3,60,3.5,1.3,1,"KT12F 213560,KT12F 213563,KT12F 213652,KT12F 213657,KT12F 213663,KT12F 213700,KT12F 213755,KT12F 213756,KT12F 213759",M2-9,29392,8,29384,0,354,275,0,0,99.06,0,1.2,0.94,97.86
EAG66129804,HDMI-19P,152,15.167,8.769,6,"KT32L 050924,KT32L 050925,KT32L 051495,KT32L 051551,KT32L 051552",M6-40,5829,14,5815,0,89,22,0,0,99.62,0,1.53,0.38,98.09
EAG66129903,HDMI-19P 2,152,18,11,11,"KT32L 050924,KT32L 050925,KT32L 051495,KT32L 051551","M5-19,M5-35,M5-36",5774,2,5772,0,6,21,0,0,99.64,0,0.1,0.36,99.53
EAG66129904,HDMI-19P 2,152,18,11,11,"KT32L 050924,KT32L 050925","M5-3,M5-4,M5-5",305,2,303,0,0,4,0,0,98.68,0,0,1.32,98.68
EAH61253501,SMBJ,180,6.576,5.674,2.3,"KT16F 113877,KT16F 114037",M4-16,303,0,303,0,0,3,0,0,99.01,0,0,0.99,99.01
EAH61515701,SMA-copy,70,2.785,2.187,2.1,"KT12F 213443,KT12F 213503,KT12F 213560,KT12F 213654,KT12F 213656,KT12F 213664,KT12F 213700,KT12F 213757,KT12F 213775",M4-20,11520,8,11512,0,0,16,0,0,99.86,0,0,0.14,99.86
EAH61714301,SOT-23,180,1.4,2.9,1.15,"KT8FL K08028,KT8FL K08034,KT8FL K14331",M3-27,1203,0,1203,0,0,3,0,0,99.75,0,0,0.25,99.75
EAH62135001,DFN2510A(SOT1176-1),129,2.5,1,0.5,"KT8FL K14328,KT8FL K14381",M4-28,903,0,903,0,2,1,0,0,99.89,0,0.22,0.11,99.67
EAH63274601,SLP1608P2,70,1.6,0.8,0.5,"KT8FL K14336,KT8FL K14369",M2-45,313,6,307,0,4,3,0,0,99.02,0,1.3,0.98,97.72
EAH63512601,SOD-123-copy,70,2.5,1.6,1.1,"KT8FL K08066,KT8FL K14225",M4-38,303,0,303,0,0,3,0,0,99.01,0,0,0.99,99.01
EAH63512701,SOT-23,180,1.4,2.9,1.15,"KT8FL K31620,KT8FL K31751",M3-9,301,0,301,0,0,1,0,0,99.67,0,0,0.33,99.67
EAH64532501,SMA-copy,70,2.785,2.187,2.1,"KT12F 213559,KT12F 213653,KT12F 213657,KT12F 213663,KT12F 213757,KT12F 213759,KT12F 213771,KT12F 213772,KT12F 213773",M5-14,17249,4,17245,0,0,10,0,0,99.94,0,0,0.06,99.94
EAH64532601,SOD-123-copy,70,2.5,1.6,1.1,"KT8FL J79413,KT8FL K08173,KT8FL K14347,KT8FL K14390",M4-41,5758,3,5755,0,3,4,0,0,99.93,0,0.05,0.07,99.88
EAH64894901,SOD-323,70,1.85,1.25,0.8,"KT8FL K08064,KT8FL K14340,KT8FL K14392,KT8FL K31758",M2-33,11515,4,11511,0,0,9,0,0,99.92,0,0,0.08,99.92
EAH64895101,DFN1006-2 1x0.6,70,1,0.6,0.37,"KT8FL K08001,KT8FL K14347",M2-9,636,6,630,0,1,29,0,0,95.4,0,0.16,4.6,95.24
EAH65065001,SOT-23--special,180,0.962,1.316,1.15,"KT8FL K08139,KT8FL K14329",M3-36,305,0,305,0,6,0,0,0,100,0,1.97,0,98.03
EAH65079001,SOT-23,180,1.4,2.9,1.15,"KT8FL J79408,KT8FL J79412,KT8FL K08127,KT8FL K08148,KT8FL K08173,KT8FL K14278,KT8FL K31628",M2-15,17284,4,17280,0,2,25,0,0,99.86,0,0.01,0.14,99.84
EAH65079101,SMBJ,180,6.576,5.674,2.3,"KT16F 113875,KT16F 113880,KT16F 114036,KT16F 114037",M4-12,5793,0,5793,1,6,38,0,0,99.34,0.02,0.1,0.66,99.24
EAM32500208,R-0402,60,1,0.5,0.33,"KT8FL K08082,KT8FL K08107,KT8FL K08127,KT8FL K08131,KT8FL K08142,KT8FL K08165,KT8FL K08173,KT8FL K08195,KT8FL K14347,KT8FL K14349,KT8FL K14374,KT8FL K14381","M1-2,M3-42,M3-43,M3-44",67407,5,67402,10,230,11,0,0,99.98,0.01,0.34,0.02,99.64
EAM38769505,C-0805,60,2.03,1.27,0.87,"KT8FL K08036,KT8FL K08038,KT8FL K08069,KT8FL K08110,KT8FL K08127,KT8FL K08140,KT8FL K08143,KT8FL K08145,KT8FL K08148,KT8FL K08165,KT8FL K08169,KT8FL K08178,KT8FL K14326,KT8FL K14330,KT8FL K14334,KT8FL K14367,KT8FL K14372,KT8FL K14382,KT8FL K31621,KT8FL K31716",M3-24,96747,59,96688,0,35,141,0,0,99.85,0,0.04,0.15,99.82
EAN62871401,SOT23-6,123,1.6,2.9,1.1,"KT8FL K08043,KT8FL K08130",M5-36,897,0,897,0,0,0,0,0,100,0,0,0,100
EAN64368905,QFN40 6X6,124,6,6,0.75,"KT16F 113875,KT16F 113877,KT16F 113879,KT16F 113923,KT16F 114037","M4-10,M4-9",4768,4,4764,0,0,15,0,0,99.69,0,0,0.31,99.69
EAN64370302,QFN10 4X4,123,3.022,3.115,0.9,"KT12F 212643,KT12F 213559,KT12F 213700,KT12F 213756,KT12F 213757,KT12F 213759,KT12F 213775",M4-22,15572,3,15569,0,9,14,0,0,99.91,0,0.06,0.09,99.85
EAN64393602,BGA153  11.5X13X0.8 P0.5 TT,142,11.5,13,0.8,,M6-A-3-1,10,0,10,0,0,8,0,0,20,0,0,80,20
EAN64393602(EMMC),,,,,,,"M6-A-3-1,M6-B-3-1",234,0,234,0,0,2,0,0,99.15,0,0,0.85,99.15
EAN64393602(EMMC2),BGA153  11.5X13X0.8 P0.5 TT,142,11.5,13,0.8,,"M6-A-3-1,M6-B-3-1",5619,0,5619,0,50,54,0,0,99.04,0,0.89,0.96,98.15
EAN64429401,SOP8 5x3.9x1.5 P1.27,123,5,3.9,1.5,"KT12F 213443,KT12F 213559,KT12F 213665,KT12F 213757,KT12F 213771",M4-26,5759,3,5756,0,0,8,0,0,99.86,0,0,0.14,99.86
EAN64429402,SOP8 5x3.9x1.5 P1.27,123,5,3.9,1.5,"KT12F 213656,KT12F 213774",M4-20,300,0,300,0,0,0,0,0,100,0,0,0,100
EAN64989601,QFN28 3.6X4.6 0.4P,129,4.572,3.652,0.9,"KT12F 213560,KT12F 213757",M4-18,303,0,303,0,3,0,0,0,100,0,0.99,0,99.01
EAN65165901,SOT23-6,123,1.6,2.9,1.1,"KT8FL J79523,KT8FL K08026,KT8FL K08195,KT8FL K31622",M4-39,11444,3,11441,1,0,18,0,0,99.84,0.01,0,0.16,99.84
EAN65427002,QFN24 4X4,70,4,4,0.75,"KT12F 213652,KT12F 213654,KT12F 213661",M1-3,3410,3,3407,3,0,1,0,0,99.97,0.09,0,0.03,99.97
EAN65566101,QFN12 2x2,70,2,2,0.9,"KT8FL K08199,KT8FL K14336,KT8FL K14340",M3-38,5754,3,5751,0,0,3,0,0,99.95,0,0,0.05,99.95
EAN65566601,QFN20 3X3-copy,70,3,3,0.75,"KT12F 213653,KT12F 213772",M1-7,3617,0,3617,4,9,2,0,0,99.94,0.11,0.25,0.06,99.7
EAN65566803,SOT23-6,123,1.6,2.9,1.1,"KT8FL K14277,KT8FL K14326",M4-27,876,0,876,0,0,13,0,0,98.52,0,0,1.48,98.52
EAN65566804,SOT23-6,123,1.6,2.9,1.1,"KT8FL J79414,KT8FL K14336",M4-30,617,9,608,0,2,6,0,0,99.01,0,0.33,0.99,98.68
EAN65567102,QFN20 3X3-copy,70,3,3,0.75,"KT12F 213560,KT12F 213655,KT12F 213661",M1-7,2155,0,2155,2,0,3,0,0,99.86,0.09,0,0.14,99.86
EAN65725801,SOT-223,70,3.5,6.53,1.6,"KT12F 213503,KT12F 213653,KT12F 213654,KT12F 213656",M5-4,5751,3,5748,0,0,3,0,0,99.95,0,0,0.05,99.95
EAN66001601,DDR4-SDRAM  10X15X1,142,9.766,14.753,1,,"M6-A-3-1,M6-B-3-1",314,0,314,0,9,4,0,0,98.73,0,2.87,1.27,95.86
EAN66054101,SOP8 5x3.9x1.5 P1.27,123,5,3.9,1.5,"KT12F 212643,KT12F 213655,KT12F 213656,KT12F 213755,KT12F 213772",M5-12,12101,3,12098,0,0,10,0,0,99.92,0,0,0.08,99.92
EAN66068102,QFN40 6X6,124,6,6,0.75,KT16F 114035,M4-9,862,10,852,0,0,0,0,0,100,0,0,0,100
EAN66317601,QFN40 6X6,124,6,6,0.75,"KT16F 114037,KT16F 114039",M5-30,598,0,598,0,0,0,0,0,100,0,0,0,100
EAN66321201,QFN16 3X3,124,3,3,0.9,"KT12F 213700,KT12F 213759,KT12F 213775",M1-5,6063,0,6063,3,6,2,0,0,99.97,0.05,0.1,0.03,99.87
EAN66374101,SOT23-6,123,1.6,2.9,1.1,"KT8FL K08001,KT8FL K08066,KT8FL K08144,KT8FL K14225,KT8FL K14366,KT8FL K14385",M4-38,11511,9,11502,0,0,6,0,0,99.95,0,0,0.05,99.95
EAN66409901,QFN11 2X2,70,2.037,1.996,0.9,"KT12F 213661,KT12F 213757",M2-3,646,0,646,0,47,1,0,0,99.85,0,7.28,0.15,92.57
EAN66416101,QFN68 8X8,124,8,8,0.75,"KT16F 113880,KT16F 114035,KT16F 114039",M4-6,3411,4,3407,1,0,6,0,0,99.82,0.03,0,0.18,99.82
EAN66416201,QFN68 8X8,124,8,8,0.75,"KT16F 114035,KT16F 114038,KT16F 114039",M4-6,2352,0,2352,0,0,4,0,0,99.83,0,0,0.17,99.83
EAN66418901,DDR4-SDRAM  10X15X1,142,9.766,14.753,1,,"M6-A-5-1,M6-B-5-1",308,0,308,0,6,1,0,0,99.68,0,1.95,0.32,97.73
EAN66423803,CPU-OLED65-55 29 X29X 1.4,142,28.168,28.168,1.4,,"M6-A-3-1,M6-A-8-1,M6-B-7-1",314,0,314,0,4,3,0,0,99.04,0,1.27,0.96,97.77
EAN66427001,BGA556  23X23X0.8 P0.5,233,21.186,21.202,0.8,,"M6-A-1-1,M6-B-1-1",5792,0,5792,0,8,37,0,0,99.36,0,0.14,0.64,99.22
EAN66463701,QFN24 4X4,70,4,4,0.75,"KT12F 213652,KT12F 213756",M1-3,2349,0,2349,0,0,0,0,0,100,0,0,0,100
EAN66482301,BGA153  11.5X13X0.8 P0.5 TT,142,11.5,13,0.8,,"M6-A-1-1,M6-B-1-1",321,0,321,0,5,5,0,0,98.44,0,1.56,1.56,96.88
EAN66482901,SOT23-6,123,1.6,2.9,1.1,"KT8FL K08005,KT8FL K08007,KT8FL K08039,KT8FL K14379,KT8FL K31623",M4-37,11506,0,11506,0,3,7,0,0,99.94,0,0.03,0.06,99.91
EAN66526301,SOT-23,180,1.4,2.9,1.15,"KT8FL J79412,KT8FL J79530,KT8FL K08066","M3-39,M4-29",601,0,601,0,0,0,0,0,100,0,0,0,100
EAN66526301(ICRESET),SOT-23,180,1.4,2.9,1.15,"KT8FL J79530,KT8FL K08005,KT8FL K08110,KT8FL K31753",M3-39,5756,3,5753,0,0,6,0,0,99.9,0,0,0.1,99.9
EAP60778312,R-0402,60,1,0.5,0.33,KT8FL K08027,M3-8,309,0,309,0,0,9,0,0,97.09,0,0,2.91,97.09
EAP65276401,L-6X6X4.5,180,6.249,5.776,4.5,"KT16F 113875,KT16F 113876,KT16F 113877,KT16F 113879,KT16F 113880,KT16F 113923,KT16F 113991,KT16F 114035,KT16F 114036,KT16F 114038,KT16F 114039","M6-43,M6-44",31427,9,31418,0,269,15,0,0,99.95,0,0.86,0.05,99.1
EAP65276402,L-5x5x4.5,180,4.965,4.958,4.5,"KT12F 212643,KT12F 213559,KT12F 213656,KT12F 213700,KT12F 213756,KT12F 213757,KT12F 213774,KT12F 213775,KT12F 213789",M4-24,11527,3,11524,0,12,16,0,0,99.86,0,0.1,0.14,99.76
EAP65276403,L-6.95X6.6X3,180,6.717,6.719,3,"KT16F 113875,KT16F 113991,KT16F 114035","M4-3,M5-38",310,0,310,0,8,2,0,0,99.35,0,2.58,0.65,96.77
EAP65276403(IND-680NH),L-6.95X6.6X3,180,6.717,6.719,3,"KT16F 113876,KT16F 113880,KT16F 113923,KT16F 114035,KT16F 114038,KT16F 114039","M4-3,M4-4",5758,3,5755,0,0,8,0,0,99.86,0,0,0.14,99.86
EAP65276407,L-7.05X6.6X5,180,6.886,6.646,5,KT16F 114036,"M5-10,M5-15",308,0,308,0,6,4,0,0,98.7,0,1.95,1.3,96.75
EAP65276408,L-5x5x4.5,180,4.965,4.958,4.5,KT12F 213774,M5-6,1,0,1,0,0,0,0,0,100,0,0,0,100
EAP65276408(IND-1UH),L-5x5x4.5,180,4.965,4.958,4.5,"KT12F 213443,KT12F 213503,KT12F 213654,KT12F 213755,KT12F 213773,KT12F 213774",M5-6,5753,6,5747,0,0,3,0,0,99.95,0,0,0.05,99.95
EAP65276409,L-5x5x4.5,180,4.965,4.958,4.5,KT12F 213656,M5-8,1,0,1,0,0,0,0,0,100,0,0,0,100
EAP65276409(IND-2.2UH5X5X4.5),L-5x5x4.5,180,4.965,4.958,4.5,"KT12F 213563,KT12F 213655,KT12F 213656,KT12F 213755,KT12F 213773,KT12F 213774",M5-8,5751,3,5748,0,0,4,0,0,99.93,0,0,0.07,99.93
EAP65276410,L-5x5x4.5,180,4.965,4.958,4.5,KT12F 213789,M4-28,5,0,5,0,4,0,0,0,100,0,80,0,20
EAP65276410(IND-22UH),L-5x5x4.5,180,4.965,4.958,4.5,"KT12F 213503,KT12F 213662,KT12F 213664,KT12F 213774,KT12F 213789",M4-28,5757,3,5754,0,3,4,0,0,99.93,0,0.05,0.07,99.88
EAP65276411,L-6X6X4.5,180,6.249,5.776,4.5,"KT16F 113879,KT16F 113880,KT16F 113923","M5-10,M5-20",1218,0,1218,0,17,4,0,0,99.67,0,1.4,0.33,98.28
EAP65276411(IND-2.2UH),L-6X6X4.5,180,6.249,5.776,4.5,"KT16F 113875,KT16F 113876,KT16F 113923,KT16F 113991,KT16F 114036,KT16F 114038",M5-10,5771,9,5762,0,13,5,0,0,99.91,0,0.23,0.09,99.69
EAP65276412,L-6X6X4.5,180,6.353,5.895,4.5,"KT16F 113991,KT16F 114035",M5-26,599,0,599,0,1,0,0,0,100,0,0.17,0,99.83
EAP65276413,L-6X6X4.5,180,6.249,5.776,4.5,KT16F 113880,M5-16,6,0,6,0,0,3,0,0,50,0,0,50,50
EAP65276413(IND4.7UH),L-6X6X4.5,180,6.249,5.776,4.5,"KT16F 113876,KT16F 113879,KT16F 113880,KT16F 113923,KT16F 113991,KT16F 114036,KT16F 114038,KT16F 114039","M5-16,M5-17",17297,6,17291,0,6,53,0,0,99.69,0,0.03,0.31,99.66
EAP65276414,L-6X6X5,180,6.353,5.832,5,"KT16F 113875,KT16F 113876,KT16F 113879",M5-33,303,0,303,0,1,3,0,0,99.01,0,0.33,0.99,98.68
EAP65276414(IND15uh),L-6X6X5,180,6.353,5.832,5,"KT16F 113875,KT16F 113879,KT16F 113880,KT16F 114035,KT16F 114038",M5-2,5771,3,5768,0,17,6,0,0,99.9,0,0.29,0.1,99.6
EAP65276501,L-0805,60,2.03,1.27,1.25,"KT8FL J79412,KT8FL J79530,KT8FL K08064,KT8FL K08070,KT8FL K08126,KT8FL K14219,KT8FL K14382,KT8FL K31758",M3-11,12132,8,12124,0,6,22,0,0,99.82,0,0.05,0.18,99.77
EAW61645510,SMD3225,180,3.2,2.5,0.95,"KT8FL K08173,KT8FL K14390",M4-41,301,0,301,0,0,1,0,0,99.67,0,0,0.33,99.67
EAW64262701,QUARTS 2X1.5X0.7,180,2.07,1.535,0.7,KT8FL K14336,M4-45,13,0,13,0,5,7,0,0,46.15,0,38.46,53.85,7.69
EAW64262701(CRYSTAL-27mHZ),QUARTS 2X1.5X0.7,180,2.07,1.535,0.7,"KT8FL J79414,KT8FL K08168,KT8FL K14336,KT8FL K14346",M4-45,5773,3,5770,1,10,12,0,0,99.79,0.02,0.17,0.21,99.62
EBC32176201,R-0402,60,1,0.5,0.33,KT8FL K08136,M3-40,6062,0,6062,0,11,3,0,0,99.95,0,0.18,0.05,99.77
EBC32260401,R-0402 8P,153,2.052,1,0.45,"KT8FL J79521,KT8FL K08130",M4-34,605,0,605,0,0,5,0,0,99.17,0,0,0.83,99.17
EBC33932801,R-0402,60,1,0.5,0.33,"KT8FL K14378,KT8FL K31720",M3-3,5771,0,5771,0,11,12,0,0,99.79,0,0.19,0.21,99.6
EBC34656201,R-0402,60,1,0.5,0.33,"KT8FL K14394,KT8FL K31796",M1-25,303,0,303,0,0,3,0,0,99.01,0,0,0.99,99.01
EBC35293401,R-0402,60,1,0.5,0.33,"KT8FL J79526,KT8FL K14394",M3-2,9479,0,9479,0,22,9,0,0,99.91,0,0.23,0.09,99.67
EBC40092901,R-0402,60,1,0.5,0.33,"KT8FL K08063,KT8FL K08187,KT8FL K14328",M2-19,5764,2,5762,1,0,10,0,0,99.83,0.02,0,0.17,99.83
EBC41607701,R-0402,60,1,0.5,0.33,"KT8FL K08002,KT8FL K31618",M2-34,1225,0,1225,0,1,24,0,0,98.04,0,0.08,1.96,97.96
EBC58702101,R-0603,60,1.524,0.762,0.49,"KT8FL K08107,KT8FL K08180,KT8FL K14217,KT8FL K31622",M4-36,11505,0,11505,0,0,9,0,0,99.92,0,0,0.08,99.92
EBC59174901,C-0402,60,1.016,0.508,0.49,"KT8FL K08128,KT8FL K31619",M5-44,11798,0,11798,0,0,9,0,0,99.92,0,0,0.08,99.92
EBC62582701,r-0402 4P,70,1,1,0.35,"KT8FL K08068,KT8FL K08147",M1-22,24542,15,24527,0,17,2,0,0,99.99,0,0.07,0.01,99.92
EBC62582702,r-0402 4P,70,1,1,0.35,"KT8FL K14368,KT8FL K14393",M1-37,6366,0,6366,0,13,1,0,0,99.98,0,0.2,0.02,99.78
EBC62582703,r-0402 4P,70,1,1,0.35,"KT8FL K08005,KT8FL K08041,KT8FL K14383,KT8FL K14385",M3-29,18472,6,18466,0,16,6,0,0,99.97,0,0.09,0.03,99.88
EBC62582706,r-0402 4P,70,1,1,0.35,"KT8FL K08034,KT8FL K08127,KT8FL K08170,KT8FL K14221",M2-17,25126,3,25123,0,9,10,0,0,99.96,0,0.04,0.04,99.92
EBC62582708,r-0402 4P,70,1,1,0.35,"KT8FL K14389,KT8FL K31620",M3-7,301,0,301,0,0,1,0,0,99.67,0,0,0.33,99.67
EBC62582709,r-0402 4P,70,1,1,0.35,"KT8FL J79521,KT8FL K08146",M5-24,4788,0,4788,0,4,0,0,0,100,0,0.08,0,99.92
EBC62582710,r-0402 4P,70,1,1,0.35,"KT8FL K08067,KT8FL K08123,KT8FL K14346,KT8FL K31624",M1-34,17326,0,17326,0,58,12,0,0,99.93,0,0.33,0.07,99.6
EBC62798406,R-0402 8P,153,2.052,1,0.45,"KT8FL K08121,KT8FL K08141,KT8FL K14220,KT8FL K14277,KT8FL K31755",M1-44,34541,8,34533,9,9,3,0,0,99.99,0.03,0.03,0.01,99.97
EBC62857610,R-0402,60,1,0.5,0.33,"KT8FL K08200,KT8FL K14367",M2-40,308,0,308,0,0,8,0,0,97.4,0,0,2.6,97.4
EBG63926101,R-0603,60,1.524,0.762,0.49,"KT8FL K08146,KT8FL K14369",M3-44,2348,0,2348,0,0,0,0,0,100,0,0,0,100
EBK61012601,SOT-23,180,1.4,2.9,1.15,"KT8FL K08177,KT8FL K31628",M2-24,3317,0,3317,0,0,17,0,0,99.49,0,0,0.51,99.49
EBK61012701,SOT-23,180,1.4,2.9,1.15,"KT8FL K08106,KT8FL K08174,KT8FL K14276,KT8FL K14329,KT8FL K14387",M3-15,11508,4,11504,0,0,8,0,0,99.93,0,0,0.07,99.93
EBK61913702,SOT-23,180,1.4,2.9,1.15,"KT8FL J79527,KT8FL K08032,KT8FL K08134,KT8FL K08166,KT8FL K14340,KT8FL K14378,KT8FL K14380",M2-16,17352,11,17341,0,15,73,0,0,99.58,0,0.09,0.42,99.49
EBK62072501,SOT-23,180,1.4,2.9,1.15,"KT8FL K08039,KT8FL K08130,KT8FL K14369",M3-45,5750,0,5750,0,0,2,0,0,99.97,0,0,0.03,99.97
EBK64992801,SOT-23--special--2,180,1.164,1.625,0.9,"KT8FL K08037,KT8FL K14390",M4-26,1815,0,1815,0,20,1,0,0,99.94,0,1.1,0.06,98.84
EBK64992901,SOT-23,180,1.4,2.9,1.15,"KT8FL K08043,KT8FL K08142",M2-21,3003,0,3003,0,0,3,0,0,99.9,0,0,0.1,99.9
EBK65177501,SOT-23,180,1.4,2.9,1.15,"KT8FL K08036,KT8FL K31755",M4-31,600,0,600,0,0,0,0,0,100,0,0,0,100
EBK65194901,SOT-23,180,1.4,2.9,1.15,"KT8FL K08005,KT8FL K08110",M3-39,300,0,300,0,0,0,0,0,100,0,0,0,100
EBK65195101,SOT-23,180,1.4,2.9,1.15,"KT8FL J79414,KT8FL J79521,KT8FL J79522,KT8FL J79530,KT8FL K08001,KT8FL K08110,KT8FL K08134,KT8FL K08170,KT8FL K14221,KT8FL K14223,KT8FL K14340,KT8FL K14372,KT8FL K14382",M5-42,40244,12,40232,0,0,17,0,0,99.96,0,0,0.04,99.96
ERHY0000124,R-0402,60,1,0.5,0.33,"KT8FL K08006,KT8FL K31755",M3-1,5760,0,5760,0,10,2,0,0,99.97,0,0.17,0.03,99.79
ERHZ0000219,R-0402,60,1,0.5,0.33,"KT8FL K08002,KT8FL K08133",M2-32,11512,0,11512,0,0,10,0,0,99.91,0,0,0.09,99.91
MDS65793801,gasket 2.5x2.0x3.0,60,2.5,2,3,"KT12F 213559,KT12F 213560,KT12F 213563,KT12F 213663,KT12F 213700,KT12F 213772,KT12F 213773","M5-19,M5-22,M5-25",29958,8,29950,0,0,28,0,0,99.91,0,0,0.09,99.91
