PartNumber,Shape,VT,SizeX,SizeY,Height,FIDL,Position,Pickup,NoPick,Usage,Reject,Error,Dislodge,Rescan,LCR,Pickup Rate,Reject Rate,Error Rate,Dislodge Rate,Success Rate
19-GA0472-JTXVT,R-0402,60,1,0.5,0.33,"KT8FL J79528,KT8FL K08003,KT8FL K08026,KT8FL K08034,KT8FL K08036,KT8FL K08107,KT8FL K08129,KT8FL K08132,KT8FL K08135,KT8FL K08137,KT8FL K08145,KT8FL K08171,KT8FL K08179,KT8FL K14218,KT8FL K14261,KT8FL K14317,KT8FL K14330,KT8FL K14384,KT8FL K31617,KT8FL K31622",M3-22,211011,59,210952,0,57,123,0,0,99.94,0,0.03,0.06,99.91
19-GA0473-FTXVT,R-0402,60,1,0.5,0.33,"KT8FL K08004,KT8FL K08122",M2-8,13961,0,13961,0,1,2,0,0,99.99,0,0.01,0.01,99.98
19-GA0473-JTXJR,R-0402,60,1,0.5,0.33,"KT8FL K08195,KT8FL K14221,KT8FL K14369,KT8FL K31624",M3-25,36422,0,36422,0,4,8,0,0,99.98,0,0.01,0.02,99.97
19-GA0473-JTXVT,R-0402,60,1,0.5,0.33,"KT8FL K08026,KT8FL K08037,KT8FL K08067,KT8FL K08076,KT8FL K08085,KT8FL K08130,KT8FL K08139,KT8FL K14370,KT8FL K14394,KT8FL K31625,KT8FL K31627",M1-21,100357,36,100321,0,2,41,0,0,99.96,0,0,0.04,99.96
19-GA0510-JTX01JR,R-0402,60,1,0.5,0.33,KT8FL K08165,M3-13,6620,0,6620,0,0,0,0,0,100,0,0,0,100
19-GA0510-JTXVT,R-0402,60,1,0.5,0.33,"KT8FL J79406,KT8FL J79522,KT8FL K08036,KT8FL K08149,KT8FL K08169,KT8FL K14277,KT8FL K14378",M2-19,45634,12,45622,0,3,27,0,0,99.94,0,0.01,0.06,99.93
19-GA0511-JTXVT,R-0402,60,1,0.5,0.33,KT8FL K08124,M2-7,2560,0,2560,0,0,0,0,0,100,0,0,0,100
19-GA0512-FTXVT,R-0402,60,1,0.5,0.33,"KT8FL K08124,KT8FL K14336,KT8FL K31758",M2-7,11405,0,11405,0,0,7,0,0,99.94,0,0,0.06,99.94
19-GA0513-FTXVT,R-0402,60,1,0.5,0.33,"KT8FL K08169,KT8FL K14326,KT8FL K14372",M2-36,13963,0,13963,0,1,4,0,0,99.97,0,0.01,0.03,99.96
19-GA0519-FTX10VT,R-0402,60,1,0.5,0.33,KT8FL K08199,M3-37,5121,0,5121,0,0,1,0,0,99.98,0,0,0.02,99.98
19-GA0519-JTXVT,R-0402,60,1,0.5,0.33,"KT8FL K08043,KT8FL K08135,KT8FL K14371,KT8FL K14379",M1-18,22816,8,22808,0,1,3,0,0,99.99,0,0,0.01,99.98
19-GA0560-JTX01JR,R-0402,60,1,0.5,0.33,"KT8FL K08063,KT8FL K08110,KT8FL K14278,KT8FL K14382,KT8FL K14393,KT8FL K31619,KT8FL K31751",M1-21,79791,0,79791,0,53,10,0,0,99.99,0,0.07,0.01,99.92
19-GA0562-FTXVT,R-0402,60,1,0.5,0.33,"KT8FL K08077,KT8FL K08177",M1-6,11426,16,11410,0,4,4,0,0,99.96,0,0.04,0.04,99.93
19-GA0562-JTXVT,R-0402,60,1,0.5,0.33,"KT8FL K14348,KT8FL K31621,KT8FL K31753",M1-5,11413,4,11409,0,1,6,0,0,99.95,0,0.01,0.05,99.94
19-GA0563-FTXVT,R-0402,60,1,0.5,0.33,KT8FL K08166,M1-32,2558,0,2558,0,0,0,0,0,100,0,0,0,100
19-GA0564-FTXVT,R-0402,60,1,0.5,0.33,"KT8FL J79524,KT8FL K08146,KT8FL K08169,KT8FL K08178",M2-6,11407,4,11403,0,1,4,0,0,99.96,0,0.01,0.04,99.96
19-GA0622-FTX01JR,R-0402,60,1,0.5,0.33,KT8FL K08029,M3-5,3310,0,3310,0,0,0,0,0,100,0,0,0,100
19-GA0622-FTXVT,R-0402,60,1,0.5,0.33,"KT8FL J79412,KT8FL K08142,KT8FL K14367",M1-3,13976,8,13968,0,3,5,0,0,99.96,0,0.02,0.04,99.94
19-GA0683-FTXJR,R-0402,60,1,0.5,0.33,KT8FL K14373,M1-34,3322,0,3322,0,0,0,0,0,100,0,0,0,100
19-GA0750-JTXJR,R-0402,60,1,0.5,0.33,KT8FL K08080,M2-6,3312,0,3312,0,0,0,0,0,100,0,0,0,100
19-GA0750-JTXVT,R-0402,60,1,0.5,0.33,"KT8FL J79414,KT8FL J79530,KT8FL K14366",M2-5,13967,4,13963,0,0,5,0,0,99.96,0,0,0.04,99.96
19-GA0753-FTX1VT,R-0402,60,1,0.5,0.33,KT8FL K14337,M1-31,2560,0,2560,0,2,0,0,0,100,0,0.08,0,99.92
19-GA0820-JTX01JR,R-0402,60,1,0.5,0.33,KT8FL J79524,M3-32,9931,0,9931,0,1,0,0,0,100,0,0.01,0,99.99
19-GA0822-FTXVT,R-0402,60,1,0.5,0.33,KT8FL K08177,M1-6,2558,0,2558,0,0,0,0,0,100,0,0,0,100
19-GA0823-FTXVT,R-0402,60,1,0.5,0.33,KT8FL K31623,M1-30,2558,0,2558,0,0,0,0,0,100,0,0,0,100
19-GA0913-FTX01JR,R-0402,60,1,0.5,0.33,KT8FL K08077,M2-12,6624,0,6624,0,0,0,0,0,100,0,0,0,100
19-GA0913-FTXVT,R-0402,60,1,0.5,0.33,"KT8FL K08176,KT8FL K14277",M2-39,11403,0,11403,0,0,5,0,0,99.96,0,0,0.04,99.96
19-GA1203-JTX01JR,R-0402,60,1,0.5,0.33,KT8FL K14329,M3-34,6620,0,6620,0,0,0,0,0,100,0,0,0,100
19-GA1242-FTXVT,R-0402,60,1,0.5,0.33,"KT8FL K08140,KT8FL K08144,KT8FL K14277",M1-39,11408,0,11408,0,1,5,0,0,99.96,0,0.01,0.04,99.95
19-GA1243-FTX01JR,R-0402,60,1,0.5,0.33,KT8FL K14333,M1-12,3326,0,3326,0,0,0,0,0,100,0,0,0,100
19-GA1372-FTX30VT,R-0402,60,1,0.5,0.33,KT8FL K08144,M1-15,2558,0,2558,0,0,0,0,0,100,0,0,0,100
19-GA2203-FTX01JR,R-0402,60,1,0.5,0.33,KT8FL K31621,M2-5,3312,0,3312,0,0,0,0,0,100,0,0,0,100
19-GA4022-FTX01JR,R-0402,60,1,0.5,0.33,KT8FL J79408,M5-43,3304,0,3304,0,1,0,0,0,100,0,0.03,0,99.97
19-GA4993-FTX01JR,R-0402,60,1,0.5,0.33,KT8FL K14327,M2-4,3312,0,3312,0,0,0,0,0,100,0,0,0,100
19-GA5360-FTX01JR,R-0402,60,1,0.5,0.33,KT8FL K14341,M1-13,3329,0,3329,2,0,1,0,0,99.97,0.06,0,0.03,99.97
23-D04229-JBX39VT,RA-0402,153,2.052,0.617,0.57,KT8FL J79406,M3-36,5120,0,5120,0,0,0,0,0,100,0,0,0,100
23-D08101-JBXVT,RA-0402,153,2.052,0.617,0.57,"KT8FL K08034,KT8FL K08175,KT8FL K14223,KT8FL K14336,KT8FL K14338","M4-45,M5-1,M5-35",36850,4,36846,0,96,2,0,0,99.99,0,0.26,0.01,99.73
23-D08220-JBXVT,RA-0402,153,2.052,0.617,0.57,"KT8FL J79413,KT8FL J79523,KT8FL K08031,KT8FL K08067,KT8FL K08085,KT8FL K08133,KT8FL K08141,KT8FL K14221,KT8FL K14348,KT8FL K14371",M3-25,68638,9,68629,0,232,9,0,0,99.99,0,0.34,0.01,99.65
23-D08330-JBXVT,RA-0402,153,2.052,0.617,0.57,"KT8FL K08040,KT8FL K14369",M4-37,11403,4,11399,0,0,3,0,0,99.97,0,0,0.03,99.97
23-D08403-JBXVT,RA-0402,153,2.052,0.617,0.57,"KT8FL K08042,KT8FL K08129,KT8FL K08131","M4-45,M5-35",11402,5,11397,0,1,0,0,0,100,0,0.01,0,99.99
23-G04030-JBX70VT,RA-0402,153,2.052,0.617,0.57,KT8FL K14338,M3-34,5122,0,5122,0,0,2,0,0,99.96,0,0,0.04,99.96
23-G08000-JB01JR,RA-0402,153,2.052,0.617,0.57,"KT8FL K08196,KT8FL K31753",M3-17,13245,0,13245,0,0,5,0,0,99.96,0,0,0.04,99.96
23-G08820-JB01JR,RA-0402,153,2.052,0.617,0.57,"KT8FL K14385,KT8FL K31619","M5-42,M5-44",16479,0,16479,0,2,4,0,0,99.98,0,0.01,0.02,99.96
26-AHT471-KEX11VT,PHTOCOUPLER 1PIN,70,7,5,2.6,"KT16F 113876,KT16F 113879,KT16F 113880,KT16F 113923,KT16F 113991,KT16F 114035,KT16F 114036,KT16F 114037,KT16F 114038,KT16F 114039",M5-23,34205,12,34193,0,3,2,0,0,99.99,0,0.01,0.01,99.99
28-AB0104-KBXVT,C-0603,60,1.524,0.762,0.67,"KT8FL K08001,KT8FL K08034,KT8FL K08139,KT8FL K14349,KT8FL K14368,KT8FL K31624,KT8FL K31626,KT8FL K31629,KT8FL K31716,KT8FL K31757",M2-29,36836,31,36805,0,16,35,0,0,99.9,0,0.04,0.1,99.86
28-AB0223-KRX77VT,C-0603,60,1.524,0.762,0.67,KT8FL K08178,M2-6,2562,0,2562,0,1,1,0,0,99.96,0,0.04,0.04,99.92
28-AB2203-KR01JR,C-0603,60,1.524,0.762,0.67,"KT8FL K08028,KT8FL K08147,KT8FL K08170,KT8FL K08175",M3-15,13246,0,13246,0,0,6,0,0,99.95,0,0,0.05,99.95
28-AC0105-KSX59VT,C-0603,60,1.524,0.762,0.67,"KT8FL J79415,KT8FL K08136,KT8FL K08145,KT8FL K08147,KT8FL K31629",M3-5,11416,8,11408,0,1,9,0,0,99.92,0,0.01,0.08,99.91
28-AC0225-MS01JR,C-0603,60,1.524,0.762,0.67,KT8FL K14395,M3-4,3310,0,3310,0,0,0,0,0,100,0,0,0,100
28-AD0104-KRX95VT,C-0603,60,1.524,0.762,0.67,"KT8FL K08032,KT8FL K08148,KT8FL K08163,KT8FL K14345,KT8FL K31720",M5-36,22810,16,22794,0,0,2,0,0,99.99,0,0,0.01,99.99
28-AD0105-KBX1VT,C-0603,60,1.524,0.762,0.67,"KT8FL K08081,KT8FL K08140,KT8FL K08171,KT8FL K14276",M3-40,11412,8,11404,0,1,5,0,0,99.96,0,0.01,0.04,99.95
28-AD0224-KBXVT,C-0603,60,1.524,0.762,0.67,"KT8FL K08004,KT8FL K08006,KT8FL K08034,KT8FL K08039,KT8FL K08063,KT8FL K08080,KT8FL K08107,KT8FL K08121,KT8FL K08123,KT8FL K08138,KT8FL K08147,KT8FL K14372,KT8FL K14385,KT8FL K14394,KT8FL K31618,KT8FL K31759",M2-18,55889,17,55872,0,14,26,0,0,99.95,0,0.03,0.05,99.93
28-AF0106-MBXVT,C-0603,60,1.524,0.762,0.67,"KT8FL J79411,KT8FL K08002,KT8FL K08003,KT8FL K08008,KT8FL K08027,KT8FL K08037,KT8FL K08038,KT8FL K08061,KT8FL K08069,KT8FL K08079,KT8FL K08080,KT8FL K08132,KT8FL K08133,KT8FL K08136,KT8FL K08138,KT8FL K08140,KT8FL K08170,KT8FL K08174,KT8FL K08175,KT8FL K08178,KT8FL K08180,KT8FL K14219,KT8FL K14221,KT8FL K14264,KT8FL K14327,KT8FL K14332,KT8FL K14336,KT8FL K14338,KT8FL K14340,KT8FL K14373,KT8FL K14374,KT8FL K14384,KT8FL K31617,KT8FL K31627,KT8FL K31716,KT8FL K31718,KT8FL K31719,KT8FL K31752",M2-22,225116,203,224913,0,114,313,0,0,99.86,0,0.05,0.14,99.81
28-AF0106-MS01JR,C-0603,60,1.524,0.762,0.67,"KT8FL K08003,KT8FL K08004,KT8FL K08026,KT8FL K08036,KT8FL K08064,KT8FL K08069,KT8FL K08168,KT8FL K08169,KT8FL K08177,KT8FL K08178,KT8FL K14217,KT8FL K14218,KT8FL K14220,KT8FL K14345,KT8FL K14366,KT8FL K14382,KT8FL K31619,KT8FL K31716,KT8FL K31718",M3-23,149316,0,149316,0,29,337,0,0,99.77,0,0.02,0.23,99.75
28-AF0226-MBXVT,C-0603,60,1.524,0.762,0.67,"KT8FL J79408,KT8FL J79411,KT8FL J79522,KT8FL J79525,KT8FL J79527,KT8FL K08001,KT8FL K08004,KT8FL K08028,KT8FL K08034,KT8FL K08037,KT8FL K08040,KT8FL K08043,KT8FL K08079,KT8FL K08080,KT8FL K08123,KT8FL K08128,KT8FL K08129,KT8FL K08133,KT8FL K08134,KT8FL K08136,KT8FL K08149,KT8FL K08165,KT8FL K08173,KT8FL K08177,KT8FL K08178,KT8FL K08180,KT8FL K08187,KT8FL K08197,KT8FL K14217,KT8FL K14219,KT8FL K14220,KT8FL K14264,KT8FL K14265,KT8FL K14278,KT8FL K14318,KT8FL K14327,KT8FL K14328,KT8FL K14330,KT8FL K14336,KT8FL K14338,KT8FL K14343,KT8FL K14368,KT8FL K14370,KT8FL K14381,KT8FL K14387,KT8FL K31752,KT8FL K31757,KT8FL K31759",M2-23,291717,381,291336,0,107,427,0,0,99.85,0,0.04,0.15,99.82
28-AF0226-MS01JR,C-0603,60,1.524,0.762,0.67,"KT8FL J79414,KT8FL K08037,KT8FL K08066,KT8FL K08121,KT8FL K08131,KT8FL K08144,KT8FL K08166,KT8FL K14218,KT8FL K14224,KT8FL K14336,KT8FL K14379,KT8FL K14382",M4-37,76168,0,76168,0,35,95,0,0,99.88,0,0.05,0.12,99.83
28-BB0225-KS01JR,C-0805,60,2.03,1.27,0.87,"KT8FL J79525,KT8FL K08171",M1-14,3333,0,3333,2,0,5,0,0,99.85,0.06,0,0.15,99.85
28-BC0106-KBXJR,C-0805,60,2.03,1.27,0.87,"KT8FL J79412,KT8FL K08031,KT8FL K08066,KT8FL K08141,KT8FL K08144,KT8FL K14220,KT8FL K14336,KT8FL K14381,KT8FL K14383",M4-38,16556,0,16556,0,0,26,0,0,99.84,0,0,0.16,99.84
28-BC0106-MBXVT,C-0805,60,2.03,1.27,0.87,"KT8FL J79524,KT8FL J79527,KT8FL J79530,KT8FL K08001,KT8FL K08007,KT8FL K08030,KT8FL K08044,KT8FL K08076,KT8FL K08134,KT8FL K08138,KT8FL K08143,KT8FL K08148,KT8FL K08164,KT8FL K14263,KT8FL K14278,KT8FL K14327,KT8FL K14328,KT8FL K14349,KT8FL K14366,KT8FL K14368,KT8FL K14374,KT8FL K14381,KT8FL K14383,KT8FL K14394,KT8FL K31623,KT8FL K31624,KT8FL K31628",M3-16,82478,77,82401,0,3,63,0,0,99.92,0,0,0.08,99.92
28-BC0226-MSX13VT,C-0805,60,2.03,1.27,0.87,"KT8FL K08029,KT8FL K08043,KT8FL K08172",M2-13,5120,0,5120,0,0,0,0,0,100,0,0,0,100
28-BD0106-KBXVT,C-0805,60,2.03,1.27,0.87,"KT8FL J79411,KT8FL J79521,KT8FL K08002,KT8FL K08037,KT8FL K08069,KT8FL K08080,KT8FL K08122,KT8FL K08126,KT8FL K08172,KT8FL K08174,KT8FL K14379,KT8FL K14386,KT8FL K14393,KT8FL K14394,KT8FL K14395,KT8FL K31624,KT8FL K31625,KT8FL K31720,KT8FL K31796",M3-14,43892,16,43876,0,61,539,0,0,98.77,0,0.14,1.23,98.63
28-BD0106-MS01JR,C-0805,60,2.03,1.27,0.87,"KT8FL K08028,KT8FL K08037,KT8FL K08082,KT8FL K08168,KT8FL K14225,KT8FL K14328,KT8FL K14335,KT8FL K14392",M4-45,29864,0,29864,0,13,97,0,0,99.68,0,0.04,0.32,99.63
28-BD0684-KR01JR,C-0805,60,2.03,1.27,0.87,"KT8FL J79414,KT8FL K14220,KT8FL K31751,KT8FL K31758",M3-18,13247,0,13247,0,0,7,0,0,99.95,0,0,0.05,99.95
28-BJ0102-JCXVT,C-0805,60,2.03,1.27,0.87,"KT8FL K08036,KT8FL K08078,KT8FL K08143,KT8FL K31758",M3-4,11402,4,11398,0,0,0,0,0,100,0,0,0,100
28-BJ0221-JCXVT,C-0805,60,2.03,1.27,0.87,"KT8FL K08041,KT8FL K08063,KT8FL K14220,KT8FL K14262",M3-42,11407,8,11399,0,0,1,0,0,99.99,0,0,0.01,99.99
28-CK0102-JCX11VT,C-1206,60,3.048,1.524,1.08,KT8FL K08146,M3-43,2560,0,2560,0,0,0,0,0,100,0,0,0,100
28-CK0221-JCXVT,C-1206,60,3.048,1.524,1.08,"KT8FL K08065,KT8FL K08128,KT8FL K08149,KT8FL K08150,KT8FL K08173,KT8FL K14334,KT8FL K14382,KT8FL K14383",M4-33,22829,36,22793,0,0,1,0,0,100,0,0,0,100
28-CK0470-JCX49VT,C-1206,60,3.048,1.524,1.08,"KT8FL J79524,KT8FL K08029,KT8FL K14278,KT8FL K14347,KT8FL K31716",M3-43,11422,24,11398,0,0,0,0,0,100,0,0,0,100
28-CK0471-JCXVT,C-1206,60,3.048,1.524,1.08,"KT8FL J79526,KT8FL K14225,KT8FL K14377,KT8FL K14393",M3-3,11420,17,11403,0,0,5,0,0,99.96,0,0,0.04,99.96
28-HB0059-BC01JR,C-0402,60,1.016,0.508,0.49,KT8FL K31720,M3-3,3310,0,3310,0,0,0,0,0,100,0,0,0,100
28-HB0100-JCX1JR,C-0402,60,1.016,0.508,0.49,"KT8FL K14347,KT8FL K31751",M2-20,19874,0,19874,0,0,2,0,0,99.99,0,0,0.01,99.99
28-HB0100-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79412,KT8FL K08033,KT8FL K14224,KT8FL K14338,KT8FL K14374,KT8FL K14379,KT8FL K14395,KT8FL K31621,KT8FL K31755",M2-20,76095,13,76082,0,3,11,0,0,99.99,0,0,0.01,99.98
28-HB0101-JCXJR,C-0402,60,1.016,0.508,0.49,"KT8FL K14278,KT8FL K14332",M2-29,13272,0,13272,4,0,5,0,0,99.96,0.03,0,0.04,99.96
28-HB0101-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79408,KT8FL K08002,KT8FL K08176,KT8FL K08178,KT8FL K08195,KT8FL K14336,KT8FL K14383,KT8FL K14395,KT8FL K31627,KT8FL K31720","M1-4,M2-1",83855,36,83819,0,12,59,0,0,99.93,0,0.01,0.07,99.92
28-HB0102-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08038,KT8FL K08039,KT8FL K08080,KT8FL K08196,KT8FL K14220,KT8FL K14221,KT8FL K14317,KT8FL K14327,KT8FL K14339,KT8FL K14340,KT8FL K14368,KT8FL K31759",M1-24,118090,53,118037,0,5,66,0,0,99.94,0,0,0.06,99.94
28-HB0102-KRXJR,C-0402,60,1.016,0.508,0.49,"KT8FL J79525,KT8FL K08003,KT8FL K08180,KT8FL K14392,KT8FL K31624,KT8FL K31759","M5-42,M5-44",52799,0,52799,0,2,48,0,0,99.91,0,0,0.09,99.91
28-HB0102-MRX25VT,C-0402,60,1.016,0.508,0.49,KT8FL K31629,M2-42,2561,0,2561,0,0,1,0,0,99.96,0,0,0.04,99.96
28-HB0103-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08028,KT8FL K08179,KT8FL K14332,KT8FL K14343,KT8FL K14347,KT8FL K14350,KT8FL K14374,KT8FL K31625",M1-2,60987,22,60965,0,0,9,0,0,99.99,0,0,0.01,99.99
28-HB0103-KRXJR,C-0402,60,1.016,0.508,0.49,"KT8FL K14343,KT8FL K31716",M2-18,16562,0,16562,0,1,1,0,0,99.99,0,0.01,0.01,99.99
28-HB0120-JC01JR,C-0402,60,1.016,0.508,0.49,KT8FL K14367,M2-10,6631,0,6631,0,0,7,0,0,99.89,0,0,0.11,99.89
28-HB0121-JCXJR,C-0402,60,1.016,0.508,0.49,KT8FL K08067,M2-3,3312,0,3312,0,0,0,0,0,100,0,0,0,100
28-HB0150-JCX1JR,C-0402,60,1.016,0.508,0.49,KT8FL K08027,M3-8,6625,0,6625,0,0,5,0,0,99.92,0,0,0.08,99.92
28-HB0150-JCX1VT,C-0402,60,1.016,0.508,0.49,"KT8FL K14217,KT8FL K14278,KT8FL K14326,KT8FL K14370,KT8FL K31754","M2-14,M3-10",30520,26,30494,0,2,16,0,0,99.95,0,0.01,0.05,99.94
28-HB0152-KR01JR,C-0402,60,1.016,0.508,0.49,KT8FL K14372,M2-8,3314,0,3314,0,0,2,0,0,99.94,0,0,0.06,99.94
28-HB0159-CCX26VT,C-0402,60,1.016,0.508,0.49,KT8FL J79524,M3-30,7680,0,7680,0,0,0,0,0,100,0,0,0,100
28-HB0180-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K14367,KT8FL K14378",M1-1,17914,0,17914,0,0,8,0,0,99.96,0,0,0.04,99.96
28-HB0189-CC01JR,C-0402,60,1.016,0.508,0.49,KT8FL K08128,M2-9,3312,0,3312,0,0,0,0,0,100,0,0,0,100
28-HB0189-CCXVT,C-0402,60,1.016,0.508,0.49,KT8FL K08004,"M2-14,M3-12",5120,0,5120,0,0,0,0,0,100,0,0,0,100
28-HB0220-JCX1JR,C-0402,60,1.016,0.508,0.49,KT8FL K08133,M2-31,9942,0,9942,0,0,0,0,0,100,0,0,0,100
28-HB0220-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79411,KT8FL K08033,KT8FL K08070,KT8FL K08084,KT8FL K08133,KT8FL K08134,KT8FL K08170,KT8FL K08176,KT8FL K14371,KT8FL K14392","M1-20,M4-40",86368,26,86342,0,1,9,0,0,99.99,0,0,0.01,99.99
28-HB0221-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K14278,KT8FL K14331,KT8FL K14347",M2-40,16523,0,16523,0,0,5,0,0,99.97,0,0,0.03,99.97
28-HB0270-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79415,KT8FL K08068,KT8FL K08121,KT8FL K14381",M2-4,11412,4,11408,0,0,10,0,0,99.91,0,0,0.09,99.91
28-HB0300-JCX1JR,C-0402,60,1.016,0.508,0.49,KT8FL K31620,M3-7,6620,0,6620,0,0,0,0,0,100,0,0,0,100
28-HB0330-JCX1JR,C-0402,60,1.016,0.508,0.49,"KT8FL K08175,KT8FL K14222",M2-26,19903,0,19903,6,0,1,0,0,99.99,0.03,0,0.01,99.99
28-HB0330-JCXVT,C-0402,60,1.016,0.508,0.49,KT8FL K31624,M3-19,7684,0,7684,0,0,4,0,0,99.95,0,0,0.05,99.95
28-HB0331-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08041,KT8FL K08079,KT8FL K08084,KT8FL K08200,KT8FL K14223,KT8FL K14263,KT8FL K31752","M1-42,M5-2",48166,12,48154,0,2,10,0,0,99.98,0,0,0.02,99.98
28-HB0331-KRXJR,C-0402,60,1.016,0.508,0.49,KT8FL K14219,M3-10,6622,0,6622,0,0,2,0,0,99.97,0,0,0.03,99.97
28-HB0339-CCX85VT,C-0402,60,1.016,0.508,0.49,KT8FL K14221,M3-31,7685,0,7685,0,0,5,0,0,99.93,0,0,0.07,99.93
28-HB0390-JCX1JR,C-0402,60,1.016,0.508,0.49,KT8FL K14384,M3-33,6638,0,6638,0,0,18,0,0,99.73,0,0,0.27,99.73
28-HB0390-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08002,KT8FL K08044,KT8FL K08180,KT8FL K14339,KT8FL K31619",M2-31,22828,15,22813,0,0,17,0,0,99.93,0,0,0.07,99.93
28-HB0470-JCX1JR,C-0402,60,1.016,0.508,0.49,KT8FL K08146,M3-43,3311,0,3311,0,0,1,0,0,99.97,0,0,0.03,99.97
28-HB0470-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79527,KT8FL K08005,KT8FL K08077,KT8FL K14372",M2-15,25365,8,25357,0,0,1,0,0,100,0,0,0,100
28-HB0471-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08065,KT8FL K08167,KT8FL K08195,KT8FL K31624",M2-42,11412,4,11408,0,0,10,0,0,99.91,0,0,0.09,99.91
28-HB0471-KR01JR,C-0402,60,1.016,0.508,0.49,KT8FL K08134,M2-14,9936,0,9936,0,0,0,0,0,100,0,0,0,100
28-HB0472-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08036,KT8FL K08135,KT8FL K08180,KT8FL K08199,KT8FL K14330",M2-33,27929,8,27921,0,0,5,0,0,99.98,0,0,0.02,99.98
28-HB0474-KS01JR,C-0402,60,1.016,0.508,0.49,KT8FL K31719,M1-15,3328,0,3328,2,0,0,0,0,100,0.06,0,0,100
28-HB0479-CC01JR,C-0402,60,1.016,0.508,0.49,"KT8FL K08122,KT8FL K14328",M2-17,13256,0,13256,0,0,8,0,0,99.94,0,0,0.06,99.94
28-HB0479-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08078,KT8FL K08165,KT8FL K08173,KT8FL K08187,KT8FL K14264,KT8FL K14276,KT8FL K14385,KT8FL K31622,KT8FL K31627","M2-26,M2-28",73831,8,73823,0,2,69,0,0,99.91,0,0,0.09,99.9
28-HB0569-JCXVT,C-0402,60,1.016,0.508,0.49,KT8FL K08137,M1-27,2558,0,2558,0,0,0,0,0,100,0,0,0,100
28-HB0682-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79410,KT8FL K14329,KT8FL K14374",M2-43,13969,4,13965,0,1,6,0,0,99.96,0,0.01,0.04,99.95
28-HB0682-KRXJR,C-0402,60,1.016,0.508,0.49,KT8FL K08039,M3-44,3310,0,3310,0,0,0,0,0,100,0,0,0,100
28-HB0820-JC01JR,C-0402,60,1.016,0.508,0.49,KT8FL K08041,M2-37,3315,0,3315,0,0,0,0,0,100,0,0,0,100
28-HB0821-JCXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K14368,KT8FL K14393",M1-37,13961,0,13961,0,0,1,0,0,99.99,0,0,0.01,99.99
28-HB1003-MSX1JR,C-0402,60,1.016,0.508,0.49,"KT8FL J79523,KT8FL K14379",M2-27,16579,0,16579,3,0,0,0,0,100,0.02,0,0,100
28-HC0103-KRX05VT,C-0402,60,1.016,0.508,0.49,"KT8FL J79522,KT8FL K08010,KT8FL K08177,KT8FL K14318,KT8FL K14377","M4-42,M5-37",25371,8,25363,0,0,11,0,0,99.96,0,0,0.04,99.96
28-HC0104-MBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79407,KT8FL J79521,KT8FL J79525,KT8FL K08002,KT8FL K08010,KT8FL K08029,KT8FL K08030,KT8FL K08036,KT8FL K08037,KT8FL K08062,KT8FL K08070,KT8FL K08080,KT8FL K08107,KT8FL K08121,KT8FL K08124,KT8FL K08126,KT8FL K08132,KT8FL K08133,KT8FL K08134,KT8FL K08141,KT8FL K08143,KT8FL K08148,KT8FL K08173,KT8FL K08187,KT8FL K14220,KT8FL K14221,KT8FL K14317,KT8FL K14327,KT8FL K14328,KT8FL K14329,KT8FL K14330,KT8FL K14336,KT8FL K14339,KT8FL K14343,KT8FL K14348,KT8FL K14372,KT8FL K14373,KT8FL K14381,KT8FL K14390,KT8FL K14393,KT8FL K14394,KT8FL K31622,KT8FL K31624,KT8FL K31627,KT8FL K31716,KT8FL K31718,KT8FL K31720,KT8FL K31752,KT8FL K31753",M1-23,710966,691,710275,118,68,897,0,0,99.87,0.02,0.01,0.13,99.86
28-HC0105-KBXJR,C-0402,60,1.016,0.508,0.49,KT8FL K14380,M2-16,9936,0,9936,0,0,0,0,0,100,0,0,0,100
28-HC0105-KBXVT,C-0402,60,1.016,0.508,0.49,KT8FL K14371,M1-18,2558,0,2558,0,0,0,0,0,100,0,0,0,100
28-HC0223-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79526,KT8FL J79529,KT8FL K08127,KT8FL K31628",M2-3,16526,4,16522,0,0,4,0,0,99.98,0,0,0.02,99.98
28-HC0223-KRX1JR,C-0402,60,1.016,0.508,0.49,KT8FL K08002,M2-32,9945,0,9945,0,0,0,0,0,100,0,0,0,100
