Machine,Position,PartNumber,Qty,Error code,Cause,Job
NXT6,M04-45,23-D08101-JBXVT,2,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M04-45,28-BD0106-MS01JR,1,8000D722,Processing error. Unable to acquire the body outline. (Non leaded part),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M04-45,EAW64262701(CRYSTAL-27mHZ),1,80003411,Parts rejected due to machine condition,75UT$MODEL1$Original setup T 1
NXT6,M04-05,004.002.0050451,6,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M04-06,EAN66416101,10,8000D701,"Processing error (shared):
Unable to find a part.","55UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1"
NXT6,M04-06,46-WT250W-D02S1JR,5,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 02
NXT6,M04-06,EAN66416201,4,8000D701,"Processing error (shared):
Unable to find a part.",55NANO$MODEL1$Original setup T 1
NXT6,M04-06,004.003.0000044,2,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M04-06,EAN66416101,1,80003411,Parts rejected due to machine condition,75UT$MODEL1$Original setup T 1
NXT6,M04-07,46-WP200W-D05S0JR,24,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M04-07,004.005.0052822(004.005.0052822),15,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M04-07,12-NMNCE1-507AKVT,7,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M04-07,004.005.0052822(004.005.0052822),1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M04-08,004.003.0000938,2,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M04-09,33-NLL479-MTXVT,18,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M04-09,EAN64368905,13,8000D701,"Processing error (shared):
Unable to find a part.","65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M04-09,EAN66068102,10,8000D701,"Processing error (shared):
Unable to find a part.",75UT$MODEL1$Original setup T 1
NXT6,M05-01,23-D08101-JBXVT,5,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-10,004.005.0000266(004.005.0000266),95,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-10,EAP65276411(IND-2.2UH),14,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-10,EAP65276411(IND-2.2UH),12,8000D741,Processing error. Lead width tolerance error. (Lead measurement),"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M05-10,EAP65276407,4,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA opt test$MODEL1$Original setup T 1
NXT6,M05-10,EAP65276407,3,8000D744,Processing error. Lead center tolerance error. (Lead measurement),OLED65CS4VA$MODEL1$Original setup T 1
NXT6,M05-10,EAP65276411,2,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M05-10,EAP65276411,1,8000D744,Processing error. Lead center tolerance error. (Lead measurement),50UT$MODEL1$Original setup T 1
NXT6,M05-10,EAP65276411(IND-2.2UH),1,8000D732,Processing error. Not enough blobs present after size check. (Rough position),55NANO-lot46$MODEL1$Original setup T 1
NXT6,M05-12,47-HDI005-0069VT,416,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M05-12,47-HDI005-0069VT,269,8000D744,Processing error. Lead center tolerance error. (Lead measurement),"55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M05-12,47-HDI005-0069VT,130,8000D748,Processing error. Unable to measure the position due to insufficient lead detection.  (Lead measurement),"55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M05-12,47-HDI005-0069VT,14,8000D732,Processing error. Not enough blobs present after size check. (Rough position),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-12,EAN66054101,13,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M05-12,47-HDI005-0069VT,10,8000D747,Processing error. An element could not be located. (Lead measurement),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-12,47-HDI005-0069VT,7,8000D741,Processing error. Lead width tolerance error. (Lead measurement),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-12,47-HDI005-0069VT,2,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-12,47-HDI005-0069VT,2,8000D749,"Processing error (lead measurement)
 The amount of detected leads are less that the amount specified.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-13,004.056.0000092,220,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-13,47-EAR024-21XS1JR,42,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M05-13,47-EAR024-21XS1JR,6,8000D760,Unable to locate the target object.,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-13,004.056.0000092,3,8000D760,Unable to locate the target object.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-14,EAH64532501,14,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-15,004.010.0000815,14,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-15,33-QLL100-MTXVT,11,8000D741,Processing error. Lead width tolerance error. (Lead measurement),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-15,EAP65276407,3,8000D744,Processing error. Lead center tolerance error. (Lead measurement),OLED65CS4VA$MODEL1$Original setup T 1
NXT6,M05-15,12-NMCE65-T360KVT,2,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-15,004.010.0000815,1,8000D744,Processing error. Lead center tolerance error. (Lead measurement),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-15,004.010.0000815,1,8000D732,Processing error. Not enough blobs present after size check. (Rough position),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-16,EAP65276413(IND4.7UH),56,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-16,EAP65276413(IND4.7UH),6,8000D741,Processing error. Lead width tolerance error. (Lead measurement),"50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-16,46-WWH000-09G01JR,4,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M05-16,EAP65276413,3,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M05-17,33-QLL229-MTX33VT,24,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M05-17,004.007.0000461,5,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-17,EAP65276413(IND4.7UH),3,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M05-17,33-QLL229-MTX33VT,2,8000D732,Processing error. Not enough blobs present after size check. (Rough position),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-17,33-QLL229-MTX33VT,1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-19,46-WT250W-D02S0JR,678,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-19,33-NLL159-MTX86VT,27,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-19,EAG66129903,19,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M05-19,MDS65793801,11,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M05-19,EAG66129903,6,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,50UT$MODEL1$Original setup T 1
NXT6,M05-19,46-WT250W-D02S0JR,4,8000D732,Processing error. Not enough blobs present after size check. (Rough position),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-19,004.002.0001050,4,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-02,EAP65276414(IND15uh),16,8000D741,Processing error. Lead width tolerance error. (Lead measurement),"50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M05-02,28-HB0331-JCXVT,10,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-02,EAP65276414(IND15uh),9,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M05-02,28-HB0331-JCXVT,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-02,EAP65276414(IND15uh),1,8000D732,Processing error. Not enough blobs present after size check. (Rough position),65NANO$MODEL1$Original setup T 1
NXT6,M05-20,46-LT250W-D2S7VT,106,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-20,EAP65276411,16,8000D741,Processing error. Lead width tolerance error. (Lead measurement),"OLED65CS4VA opt test$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M05-20,46-LT250W-D2S7VT,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-20,EAP65276411,2,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA$MODEL1$Original setup T 2
NXT6,M05-21,09-ET0000-M700XVT,128,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-21,46-LT250W-D2S7VT,96,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-21,46-LT250W-D2S7VT,8,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-21,46-LT250W-D2S7VT,3,8000D749,"Processing error (lead measurement)
 The amount of detected leads are less that the amount specified.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-21,09-ET0000-M700XVT,3,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-21,004.005.0052741(004.005.0052741),2,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-21,09-ET0000-M700XVT,2,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-21,09-ET0000-M700XVT,2,8000D730,Processing error. Unable to acquire the part outline. (Rough position),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-21,09-ET0000-M700XVT,1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-21,09-ET0000-M700XVT,1,8000D732,Processing error. Not enough blobs present after size check. (Rough position),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-22,47-HDI001-XSIJR,483,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M05-22,MDS65793801,25,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1"
NXT6,M05-22,47-HDI001-XSIJR,13,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M05-22,47-HDI001-XSIJR,1,8000D748,Processing error. Unable to measure the position due to insufficient lead detection.  (Lead measurement),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-22,47-HDI001-XSIJR,1,8000D747,Processing error. An element could not be located. (Lead measurement),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-23,47-HDI001-XSIJR,49,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-23,004.003.0050311,21,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-23,26-AHT471-KEX11VT,5,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-23,26-AHT471-KEX11VT,2,8000D744,Processing error. Lead center tolerance error. (Lead measurement),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-23,004.003.0050311,1,80003411,Parts rejected due to machine condition,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-24,47-EAR005-1280VT,61,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-24,47-EAR005-1280VT,12,8000D760,Unable to locate the target object.,55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-24,47-EAR005-1280VT,3,8000D744,Processing error. Lead center tolerance error. (Lead measurement),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-24,EBC62582709,2,8000D744,Processing error. Lead center tolerance error. (Lead measurement),"OLED65CS4VA opt test$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M05-24,EBC62582709,2,8000D749,"Processing error (lead measurement)
 The amount of detected leads are less that the amount specified.","OLED65CS4VA opt test$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M05-24,47-EAR005-1280VT,1,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-25,EAG62571107(USB),47,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M05-25,33-FLL479-MTX78VT,19,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-25,EAG62571107,9,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M05-25,EAG62571107(USB),8,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,55NANO$MODEL1$Original setup T 1
NXT6,M05-25,EAG62571107(USB),6,8000D748,Processing error. Unable to measure the position due to insufficient lead detection.  (Lead measurement),"75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-25,EAG62571107(USB),3,8000D731,Processing error. Not enough blobs present. (Rough position),55NANO$MODEL1$Original setup T 1
NXT6,M05-25,004.005.0050239(004.005.0050239),2,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-25,EAG62571107(USB),1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),65UT$MODEL1$Original setup T 1
NXT6,M05-26,13-PMAD82-120BQGJR,4,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-26,EAP65276412,1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),OLED65CS4VA opt test$MODEL1$Original setup T 1
NXT6,M05-27,004.005.0000559(004.005.0000968),19,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-27,09-ST00SS-315HVT,7,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-28,46-WG125W-D9S91VT,30,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-28,54-EF3020-0003E0JR,13,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-29,004.004.0002705(004.004.0000034),10,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-29,33-QLL100-MTX71VT,3,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-03,004.010.0053127,1040,8000D744,Processing error. Lead center tolerance error. (Lead measurement),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-03,46-WWH000-60G01JR,14,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-03,EAG66129904,4,8000D701,"Processing error (shared):
Unable to find a part.","OLED65CS4VA$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M05-03,004.010.0053127,3,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-30,EAG64431302,58,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-30,09-ST0SS1-40000JR,22,8000D744,Processing error. Lead center tolerance error. (Lead measurement),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-30,09-ST0SS1-40000JR,8,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M05-30,EAG64431302,4,8000D747,Processing error. An element could not be located. (Lead measurement),50UT$MODEL1$Original setup T 1
NXT6,M05-30,EAG64431301,4,8000D701,"Processing error (shared):
Unable to find a part.",55UT$MODEL1$Original setup T 1
NXT6,M05-30,09-ST0SS1-40000JR,2,8000D732,Processing error. Not enough blobs present after size check. (Rough position),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-31,004.012.0000328,21,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-31,09-0SS14A-0BXVT,3,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-31,EAG64431302,2,8000D701,"Processing error (shared):
Unable to find a part.",55NANO$MODEL1$Original setup T 1
NXT6,M05-31,004.012.0000328,1,80003411,Parts rejected due to machine condition,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-32,33-NTL479-MT01JR,57,8000D744,Processing error. Lead center tolerance error. (Lead measurement),"50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M05-32,33-NTL479-MT01JR,6,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-32,33-NTL479-MT01JR,2,8000D741,Processing error. Lead width tolerance error. (Lead measurement),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-33,33-XLL022-KTXVT,54,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-33,004.004.0050674(004.004.0050674),29,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-33,33-XLL022-KTXVT,6,8000D744,Processing error. Lead center tolerance error. (Lead measurement),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-33,EAP65276414,3,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA$MODEL1$Original setup T 2
NXT6,M05-33,EAP65276414,1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),OLED65CS4VA$MODEL1$Original setup T 2
NXT6,M05-33,004.004.0050674(004.004.0050674),1,80003411,Parts rejected due to machine condition,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-33,004.004.0050674(004.004.0050674),1,8000D732,Processing error. Not enough blobs present after size check. (Rough position),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-34,47-USB019-XS0VT,107,8000D747,Processing error. An element could not be located. (Lead measurement),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-34,47-USB019-XS0VT,59,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-34,33-NTL229-MT01JR,15,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M05-34,47-USB019-XS0VT,1,8000D744,Processing error. Lead center tolerance error. (Lead measurement),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-35,47-USB019-XS0VT,20,8000D747,Processing error. An element could not be located. (Lead measurement),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-35,004.003.0000386,19,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-35,23-D08101-JBXVT,7,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-36,EAG65010001,13,8000D701,"Processing error (shared):
Unable to find a part.","75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-36,EAG65010001,8,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-36,28-AD0104-KRX95VT,8,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-36,EAG66129903,4,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M05-36,004.010.0001048,3,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-36,EAG65010001,2,8000D747,Processing error. An element could not be located. (Lead measurement),75UT$MODEL1$Original setup T 1
NXT6,M05-36,EAG65010001,2,8000D744,Processing error. Lead center tolerance error. (Lead measurement),"75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M05-36,EAG62571107(USB),2,8000D748,Processing error. Unable to measure the position due to insufficient lead detection.  (Lead measurement),55NANO-lot46$MODEL1$Original setup T 1
NXT6,M05-36,EAG62571107(USB),2,8000D701,"Processing error (shared):
Unable to find a part.",55NANO-lot46$MODEL1$Original setup T 1
NXT6,M05-36,EAG65010001,1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),75UT$MODEL1$Original setup T 1
NXT6,M05-36,004.010.0001048,1,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-37,28-HC0103-KRX05VT,10,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-37,004.004.0002647,1,80003411,Parts rejected due to machine condition,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-38,28-RD4706-MAX68VT,130,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-38,19-CD0514-FTXVT,25,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-38,EAP65276403,5,8000D744,Processing error. Lead center tolerance error. (Lead measurement),OLED65CS4VA$MODEL1$Original setup T 1
NXT6,M05-38,004.002.0000063,5,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-38,EAP65276403,2,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA opt test$MODEL1$Original setup T 1
NXT6,M05-38,004.002.0000063,2,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-39,004.002.0000556,26,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-39,19-CD0100-JTXVT,14,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M05-39,004.002.0000556,12,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-39,28-RD4706-MAX68VT,7,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M05-39,004.002.0000556,1,80003411,Parts rejected due to machine condition,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M05-04,46-WWH000-60G01JR,233,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M05-04,46-WWH000-60G01JR,14,8000D744,Processing error. Lead center tolerance error. (Lead measurement),50GTU4-lot 1--test4$MODEL1$Original setup T 01
